x,y,z,x_quat,y_quat,z_quat,w_quat,target_velocity
89623.9486293,43175.0235088,0,0,0,0.941253485813917,0.337700866808408,8.2168
89621.6377949354,43176.9266341881,0,0,0,0.845594057206342,0.533826460956478,8.2168
89620.2225285915,43179.8976334086,0,0,0,0.678017572458078,0.735045693435486,8.2168
89620.4575395,43182.8044835,0,0,0,0.56309821114522,0.826389983364424,8.2168
89621.5366302,43185.5496266,0,0,0,0.328682958251004,0.944440317307223,8.2168
89623.8589911,43187.3888367,0,0,0,0.129382570073021,0.991594751176759,8.2168
89626.7369063,43188.1528607,0,0,0,-0.0738566810990155,0.997268865781459,8.2168
89629.6624967,43187.7171386,0,0,0,-0.257590954040813,0.966254055824007,8.2168
89632.1322734,43186.2995723,0,0,0,-0.307612637606732,0.951511673698557,8.2168
89634.642422,43184.4871419,0,0,0,-0.285238674580209,0.958456518848782,8.2168
89637.2185154,43182.8048442,0,0,0,-0.163097074817725,0.986610026396398,8.2168
89639.9822828,43181.8654118,0,0,0,-0.0102366879383776,0.999947603737342,8.2168
89642.8997601,43181.8056718,0,0,0,0.0930897129331241,0.995657724996913,8.2168
89645.8452275,43182.3613059,0,0,0,0.178075061283055,0.984016906637806,8.2168
89648.6392499,43183.4067994,0,0,0,0.241110878816529,0.970497575533459,8.2168
89651.2792464,43184.8048551,0,0,0,0.23397509288614,0.97224259107947,8.2168
89653.9579201,43186.1733861,0,0,0,0.197507792253709,0.980301316942431,8.2168
89656.6963393,43187.3235285,0,0,0,0.0563639652051718,0.998410288121246,8.2168
89659.6203205,43187.6547232,0,0,0,-0.145469166069609,0.989362785697447,8.2168
89662.4651057,43186.7996826,0,0,0,-0.422610348513575,0.906311476993001,8.2168
89663.846032368,43185.1540166448,0,0,0,-0.614219547242268,0.789135189803055,8.2168
89664.6369165013,43182.03065849,0,0,0,-0.723010137191984,0.690837420467094,8.2168
89664.5120400592,43179.288197671,0,0,0,-0.883558475019075,0.468320852858344,8.2168
89663.0135227539,43177.0789931225,0,0,0,-0.980174738905994,0.198135007534171,8.2168
89660.1639421,43175.8778704,0,0,0,-0.997178121084941,0.0750719310362241,8.2168
89657.2102013,43175.4305943,0,0,0,-0.997253919602884,0.0740582192378701,8.2168
89654.2806368,43174.9930699,0,0,0,-0.999402657125303,0.0345590643809229,8.2168
89651.4000136379,43174.7936091067,0,0,0,-0.983460130958662,0.18112473827385,8.2168
89648.4029790273,43173.6509170988,0,0,0,-0.94713302688933,0.320841127936329,8.2168
89646.1135775886,43171.8987893534,0,0,0,-0.835951507584793,0.548803313552962,8.2168
89645.1561915325,43169.6895848048,0,0,0,-0.642320512263706,0.766436141844375,8.2168
89645.6973227816,43166.6424061172,0,0,0,-0.476305594603194,0.879279807882393,8.2168
89647.2374655676,43164.2808426342,0,0,0,-0.402600725892237,0.915375690911138,8.2168
89649.02619,43162.3300419,0,0,0,-0.212259155361099,0.977213411167383,8.2168
89651.7586664,43161.0842303,0,0,0,-0.195737555375083,0.980656315645694,8.2168
89654.5054536,43159.9422239,0,0,0,-0.0527849396953557,0.998605903317899,8.2168
89657.4697214,43159.6279716,0,0,0,0.141186123044819,0.989983069885326,8.2168
89660.3626944,43160.4702638,0,0,0,0.351020823749373,0.936367652844924,8.2168
89662.4415384,43162.2837251,0,0,0,0.535490075291626,0.844541520154083,8.2168
89663.7433917,43165.0445869,0,0,0,0.511027774299131,0.859564199984432,8.2168
89665.2345049,43167.7868371,0,0,0,0.424724845529993,0.905322487067191,8.2168
89667.2593217856,43170.2228410752,0,0,0,0.11221051395473,0.993684457238824,8.2168
89670.2563563962,43170.9084562799,0,0,0,-0.230743626417034,0.97301458307053,8.2168
89673.1466288,43169.4559564,0,0,0,-0.323006029562265,0.946396906623443,8.2168
89675.5262027,43167.6175006,0,0,0,-0.424476164416975,0.905439112167048,8.2168
89677.4284359,43165.3315296,0,0,0,-0.5091040737698,0.860704968076166,8.2168
89678.8681197,43162.7118511,0,0,0,-0.601334626432114,0.798997288514642,8.2168
89679.6925565,43159.8496954,0,0,0,-0.706173777574818,0.70803855535254,8.2168
89679.7003982,43156.8762018,0,0,0,-0.808032485559767,0.589137931455872,8.2168
89678.7977386,43154.0661426,0,0,0,-0.885312120598858,0.464997257111,8.2168
89677.1083911,43151.6154561,0,0,0,-0.940498371707616,0.339798194249649,8.2168
89674.8028642,43149.6993879,0,0,0,-0.973919825837032,0.226892425703382,8.2168
89672.1227492,43148.3789591,0,0,0,-0.989184995187177,0.146673260332427,8.2168
89669.3292198,43147.5319041,0,0,0,-0.997181276469879,0.0750300063834689,8.2168
89666.3609214,43147.0826789,0,0,0,-0.996142729279975,0.0877477230624392,8.2168
89663.3324443,43146.5449646,0,0,0,-0.996104056594739,0.0881856475595984,8.2168
89660.2662410275,43145.9977705081,0,0,0,-0.919540658824508,0.392994881351641,8.2168
89658.2265924731,43143.8647454267,0,0,0,-0.825806568617472,0.563953465481184,8.2168
89657.0352283,43140.8154564,0,0,0,-0.795062751818814,0.606527180487647,8.2168
89656.238542,43137.9077219,0,0,0,-0.721722768504304,0.692182234258062,8.2168
89656.1036929572,43134.6819760896,0,0,0,-0.66703400498183,0.745027272116867,8.2168
89656.3950713222,43132.0523331309,0,0,0,-0.717595458926811,0.696460162053523,8.2168
89656.3118203608,43129.2680052924,0,0,0,-0.771431659120066,0.636312183843169,8.2168
89655.5625617081,43125.4008832943,0,0,0,-0.882999566020554,0.469373802429912,8.2168
89654.1702684,43123.3377092,0,0,0,-0.910139675308015,0.4143015464975,8.2168
89652.2090483,43121.0855021,0,0,0,-0.99261494360928,0.121307764481692,8.2168
89649.6517434483,43120.4509671368,0,0,0,-0.999903916664429,0.0138620863917891,8.2168
89646.8628362412,43120.3736246969,0,0,0,0.999676653137576,0.0254281177371751,8.2168
89643.82417615,43120.5283095768,0,0,0,0.988137541270794,0.153571480201601,8.2168
89640.9103925008,43121.4564188563,0,0,0,0.9922677217553,0.124115947253152,8.2168
89638.2639728,43122.1289866,0,0,0,0.949756788132027,0.312988887018592,10.271
89636.46,43124.27,0,0,0,0.923158155917782,0.384420367777878,10.271
89634.67,43126.41,0,0,0,0.905277654347724,0.424820395624648,10.271
89632.87,43128.55,0,0,0,0.894857668643071,0.446351602294298,10.271
89631.07,43130.69,0,0,0,0.890873539370615,0.454251402693788,10.271
